Elle aime ça	Jack	Cependant elle prit une bûche, la jeta dans les braises, puis une seconde, puis une troisième. « [MASK] aime ça », déclara-t-elle, sur un ton de bravade. Elle demeurait agenouillée, tournant le dos, les yeux dans la flambée qui lui grillait le visage.
la sœur	Mademoiselle	Il réclama son potage et se laissa abecquer sans souffler mot. Puis, lorsqu’ils eurent dit ensemble la prière du soir, il lui fit éteindre le plafonnier. – « Ma sœur, ayez l’obligeance de prier [MASK] de venir. Et veuillez appeler les bonnes, que je leur parle.

La Grande	Jalicourt	Le vestibule fleurait tous les légumes du pot-au-feu. [MASK] ne s’y attarda point, et fit cérémonieusement passer son visiteur dans le salon qui précédait le cabinet de travail. Le petit appartement se trouvait tout encombré de meubles marquetés, de sièges en tapisserie, de bibelots, de vieux portraits.

Sybil	Giuseppe	Elle a passé le bras sous celui de [MASK]. Et bavarde. Il rit. Qu’il était seul, jusqu’à ce soir. Sybil ne dissipe pas la solitude. Sybil, Sybil, eau sombre éternellement limpide, vertige de pureté, Sybil.

""	Antoine	Élevé comme tu l’as été, vivant sous ce toit, ne devrais-tu pas… ? Une ferveur religieuse enfin ! Une foi plus solide, plus pratiquante ! » « Et s’il soupçonnait où j’en suis », pensa [MASK]. – «

""	Jacques	Gêné, il s’en tira par quelques mots confus, qu’emporta le vent. – « Qu’est-ce que tu dis ? » fit [MASK], qui n’avait rien entendu. Il s’était rapproché et marchait de biais, offrant son épaule en coupe-vent ;

Quasimodo	Vatican	Fils Spirituel de l’Église, et citoyen modèle. Au [MASK] comme à la Cour, au Tribunal, à son bureau, en famille, à table, partout, lucide, puissant, irréprochable, satisfait, immobile. Une force. Mieux, un poids.

Quasimodo	Antoine	– « Le rapide de nuit », prononça-t-il d’une voix mate. [MASK] comprit que leur départ venait d’être fixé. Mais il s’attendait toujours à ce qu’il avait énergiquement désiré, et n’eut, en réalité, ni surprise ni joie.

Quasimodo	Antoine	Comprends-tu ce que je veux dire, [MASK] ? Toi, tu as vu tant d’individus, tant de cas, tu sais sans doute, toi, ce qui est… mettons… général, et ce qui est… exceptionnel.

Elle	Antoine	Tout un décor de vagabondage et d’aventure, qu’il fallait quitter, – pour combien de temps ? [MASK] voulut détourner son attention. – « Je suis sûr que tu avais des choses à faire, ce matin », dit-il. « Surtout si… »

""	Giuseppe	Regard méditatif et fier. Sans doute ailleurs est-il jeune, ardent. Il a fait des études. Devant lui, un avenir de lauréat. [MASK] aime son frère. Pas comme un frère. Comme un oncle qui pourrait devenir un ami.

Quasimodo	Vanheede	Elle vous brouillera tous. » [MASK] l’observait silencieusement. Il remuait sur ses petits genoux ses mains de poupée, et l’on apercevait ses poignets, incroyablement frêles et pâles. – « Je sais bien. Mais quoi ? Peut-on la jeter au ruisseau, maintenant

Elle	Annetta	Elle frappe en plein le palais Seregno, fait saillir des ténèbres la colonnade de stuc. Ils franchissent la première terrasse. Leurs joues se frôlent en marchant. La joue d’[MASK] est brûlante. En ce corps d’enfant, déjà, quelle hardiesse naturelle vers le péché.

""	Antoine	» Un peu plus pâle que tout à l’heure, satisfait de lui, il pensait seulement : « Le tout, dans ces trucs-là, c’est d’être bien décidé à réussir. » Quelques minutes passèrent. [MASK] évitait le regard de la sœur.

""	Mademoiselle	Elle essaya en vain de lever son regard jusqu’au lit ; son dos noué l’en empêchait ; elle n’apercevait que les pieds des meubles, et, dans l’espace éclairé, les reprises du tapis. La religieuse voulut lui avancer un fauteuil, mais [MASK] recula d’un pas

""	Jacques	» – « Ça !… » laissa échapper [MASK], sourdement. À n’en pas douter, le ton signifiait : « Ça, – que je sois heureux – c’est impossible ! » Il reprit aussitôt, d’une voix excédée, en haussant les épaules :

Elle	Antoine	Elle avait ouvert la porte. [MASK], surpris, vaguement déçu, se pencha, prêt à saisir son regard. Comme un écho, un peu par jeu, et d’un ton caressant qui ressemblait à un appel, il murmura : – « Adieu… »

Elise	Jacques	Puis, moins de dix ans après, par une autre nuit d’hiver, sa femme, en donnant la vie à [MASK], y était morte. Il la revit morte, au milieu du grand lit semé de violettes… Sa voix trembla : – «

Quasimodo	Jacques	Dix visages s’étaient tournés vers lui, mais il ne les vit pas ; il ne s’aperçut pas que le petit vieux quittait sa place et lui posait une question. Ses yeux, hardis, joyeux, s’étaient fixés sur [MASK] ;

Elle	Sophia	Alors, aussitôt, elle penchait ou détournait la tête. – « Il vous a parlé de moi ? [MASK] ? » – « Non. » Un éclat bleu glissa entre les cils : – « Vous ne lui direz pas que je vous ai dit tout ça… »

Titan	Giuseppe	Le père éclate de rire. Un rire effrayant. Debout, redressé, grandi par l’ombre qui le prolonge, immense et théâtral, Titan nimbé de lune. Il rit. [MASK] se broie les mains. Le rire cesse. Silence.

Monsieur Frollo	Jacques	« Il faudra qu’on t’examine sérieusement, qu’on étudie un peu les phénomènes digestifs… » Bien qu’il n’eût évidemment pas idée de commencer cet examen, il avait fait un pas machinal vers [MASK], et celui-ci ne put s’empêcher d’esquisser un mouvement de retraite.

""	Antoine	Jamais les plus explicites protestations n’eussent si vite, si totalement dissipé son angoisse ! L’audace diabolique d’[MASK] avait à l’improviste culbuté les spectres, et, d’un coup, rejeté le malade en plein espoir. Il ouvrit les deux yeux et regarda son fils

""	Antoine	Le malade remua. Peu à peu, ses traits s’animaient. Il n’avait plus son air renfrogné. À travers les cils, qui s’écartaient plus fréquemment, luisait une pupille dilatée, brillante. – « La double piqûre commence à agir », pensa [MASK] ;

""	Jacques	Ce prolongement déguisé du collège !… » reprit [MASK]. « Ces cours, ces leçons, ces gloses à l’infini ! Ce respect de tout !… Et cette promiscuité ! Toutes les idées mises en commun, piétinées par le troupeau, dans ces réduits sans air, leurs turnes

""	Mithoerg	– « Je venais vous dire que [MASK] est arrivé, et qu’il apporte une lettre », expliqua le nouveau venu. Il parlait d’une voix sifflante, rapide, mais sur un ton bas, presque craintif. – « Une lettre ? » –

""	Jacques	Il eut le temps de se dire : « Heureusement l’escalier est sombre, on ne me voit pas », puis : « Le petit déjeuner en commun. Il n’y est pas. Il va descendre. » Et tout à coup… [MASK]… le timbre de sa voix !…

Elle	Antoine	» – « Oh, si », fit-elle, rejetant la tête en arrière, les paupières à demi baissées. Elle chercha des yeux une chaise volante, l’approcha d’[MASK], et s’assit précipitamment comme si elle n’avait qu’une minute à donner.

Je suis romancier	Jalicourt	Je me suis dirigé seul, je suis ainsi fait. C’est ce que j’ai répondu à [MASK]. Son attention m’encourageait. Je me suis lancé à fond : “Je veux être romancier ; un grand romancier…” Il fallait bien commencer par là.

""	Antoine	– « C’est vrai ? » – « Pleinement ! » Après chaque échange de propos, ils se dévisageaient de part et d’autre, une seconde, avec une grave curiosité, une réserve loyale et songeuse. – « Je te crois », dit [MASK].

Elle	Jalicourt	» [MASK] ne répondit pas. Son menton pointu, rasé, creusé d’un fort sillon, jaillissait, assez arrogant, des hautes pointes du faux col. Ses doigts effilés jouaient avec l’extrémité de la moustache, qui tombait, longue, soyeuse et très blanche.

Quasimodo	Antoine	» Il s’interrompit encore, rougit soudain, puis, à mi-voix : « C’est que, depuis trois ans, tu sais !… » Sans regarder [MASK], il rejeta sa mèche d’un vif revers de main, changea de position, et se tut.

""	Antoine	Dès qu’il eut aperçu quelqu’un, il quitta sa place, et, d’un geste courtois, fit signe au visiteur d’avancer. [MASK] attendait un vieux professeur. La vue de ce gentilhomme, habillé de clair et qui semblait descendre de cheval plutôt que de chaire, le surprit.

""	Jacques	Elle est Anglaise et protestante. Une femme que [MASK] a rencontrée, aimée ?… Avec laquelle il vit, peut-être ? Descente à travers les vignes, les citronniers. La plage. Un troupeau, poussé par un bambin, regard sombre, l’épaule nue sous le haillon.

""	Antoine	Risquer qu’il sût sa retraite éventée, c’était du même coup risquer de le faire fuir ailleurs, plus loin, de le perdre sans recours. La seule façon de réussir, c’était d’agir par surprise – et personnellement. ([MASK] n’avait jamais vraiment confiance qu’en lui-même.

""	Antoine	; mais cette impuissance le faisait suffoquer de douleur et de dépit. [MASK], debout, ne cessait pas d’observer, de réfléchir, comme si sa tendresse fût momentanément demeurée en réserve. Il contemplait cette nuque secouée par les sanglots ;

Elphaba	Antoine	Après quelques pas, au hasard, les bras ballants, comme elle se trouvait devant la porte, sa main, distraitement, toucha la serrure. [MASK] crut qu’elle donnait un tour de clé, et le sang lui vint au visage.

""	Sybil	L’air s’arrête autour d’eux. Silence ailé. Le golfe est de mercure. Splendeur. Mol clapotis de l’eau contre la barque. – À quoi pensez-vous ? – Et vous ? Silence. – Nous pensons aux mêmes choses, [MASK]. Silence.

Hippolyte	Antoine	Il s’était rapproché et marchait de biais, offrant son épaule en coupe-vent ; l’œil interrogateur qu’il fixait sur son frère marquait tant d’insistance qu’[MASK], acculé, eut scrupule à mentir. – « Eh bien, mais… à cause… des roses rouges !

La Hire	Antoine	[MASK] y aperçut le thermomètre. Il s’approcha et lut : 38°9. Cette subite poussée l’étonna : jusqu’alors, le mal avait évolué presque sans température. Il revint vers le lit et prit le poignet ; mais c’était pour tranquilliser le malade :

Jacques	Antoine	« Trop de choses inconciliables », avait soupiré Jacques tout à l’heure ; c’était tout ; mutisme farouche qui prouvait assez quelle part ces complications sentimentales avaient eue dans la détermination du fugitif. « Et maintenant », se demandait [MASK], « quelle place tiennent-elles dans son cœur

""	Jacques	? Ils disent que c’étaient des gens payés. Est-ce ma faute ? Maintenant, ils sont loin, et ils savent bien qu’on ne les dénoncera pas. » – « Leur manège ne peut pas réussir », prononça [MASK], après avoir réfléchi. «

