Evohé	Riquet	« J’en suis fâché, dit [MASK], mais il y avait longtemps que j’avais envie d’éventrer un gentilhomme ! Je vous l’avais bien dit !… – Evohé ! hurlèrent alors les deux compagnons. Nunc est bibendum ! »
La Hire	Mabel	! –, c’était pour la pauvre petite un rayon de soleil dans son ciel bien noir depuis quelques jours. « Ah ! çà, grondait [MASK]. Je lui annonce la mort de celui qu’elle aime, et la joie brille dans ses yeux…

Elise	Margentine	– C’est cela. C’est-à-dire la femme de l’homme mort depuis neuf ans dont j’ai promis de te dire le nom. Bref, [MASK] se mourait. Et bientôt, elle eut la conviction que tout soin serait inutile.

Quasimodo	Guillaume	Et il partit d’un éclat de rire fantastique auquel il mêla des hi han ! retentissants. [MASK], après le premier moment de stupeur et aussi de peur que lui avait causé sa découverte, fut secoué par un rire qui fit trembler les pots d’étain.

Elle	Mabel	Oh ! venez ! Et vous allez savoir ! » Elle saisit [MASK] par le bras, et, avec une force que décuplait l’exaltation où elle se trouvait, l’entraîna vers le sinistre laboratoire d’amour et de mort. « Là, fit-elle, là !

La vie	Bigorne	La vie, alors, comptait pour bien peu. Ces gens étaient inconnus à [MASK]. Au fond, c’étaient des ennemis. Mais maintenant que sa fièvre de carnage était passée, un frisson le secouait. « Diable ! murmura-t-il en hochant la tête.

""	Marigny	[MASK] comprit ce soupçon. Et il eut froid jusque dans la moelle des os. Car ce soupçon, s’il ne l’écrasait pas… ce n’était pas seulement la ruine, la déchéance, c’était la mort, le supplice, l’affreuse torture infligée aux régicides

Louis	Bigorne	Sans argent, vaincus, pourchassés, nous avons devant nous trois redoutables ennemis qui nous veulent la mâle mort et contre lesquels nous devons prendre une décision suprême ; d’abord, le comte de Valois. » [MASK] tressaillit et s’arrêta net sur le pas de la porte.

La haine	Marguerite	C’est bien la ribaude de tout à l’heure qui profère une plainte douce et attendrie comme celle d’une chaste jeune fille. C’est bien la goule sinistre qui avoue qu’elle a un cœur humain !… Et maintenant, voici le troisième aspect de [MASK].

Quasimodo	Gautier	« Qu’est-ce cela ? dit [MASK] avidement. – Une liqueur destinée seulement à l’un de vous, dit le valet… – Et à qui, tête et ventre ? – A celui des trois qui ne porte pas de masque. – A moi, alors

lions	Sa	Ce bâtiment, c’était le logis des lions de [MASK] Majesté ! Ce bâtiment, c’était une ménagerie contenant une douzaine de superbes fauves que le roi entretenait et qu’il prenait plaisir à visiter en compagnie de la reine, laquelle aimait fort à contempler de près ces hôtes redoutables.

Myrtille	Buridan	Au même instant, il se mit en garde, et les deux épées se touchèrent… A ce moment, un cri déchirant retentit. Une forme blanche, rapidement, descendit l’escalier et se jeta entre les combattants… « Myrtille ! murmura [MASK].

Celui-ci	Valois	Celui-ci tira la corde qui se tendit, car il prétendait pendre sa victime en la hissant et non en la laissant tomber, opération qui exigeait deux ou trois aides. [MASK] commença à sentir l’étreinte mortelle autour de sa gorge. Il ferma les yeux.

""	Philippe	je guette… et je te jure que si quelqu’un s’était approché de la tour, celui-là serait mort ! Mais, ajouta [MASK] avec un étrange sourire, personne n’est venu !… Pas encore… Qui sait !… Oh !

Elphaba	Mabel	ce que j’aimais en lui, c’était son titre ! Là est le crime de ma vie ! Je m’étais vendue pour ce titre de reine que j’entrevoyais ! » [MASK] eut comme un rire silencieux. « Le titre, je ne l’eus pas.

Quasimodo	Mabel	Puis on se mit à descendre un escalier en vis. Au fur et à mesure qu’on descendait dans les ténèbres plus épaisses, les yeux de [MASK] devenaient plus brillants. A mesure qu’on s’enfonçait dans une atmosphère plus lourde et plus humide, elle semblait respirer plus librement.

Héloïse	Myrtille	! Dire que, sans toi, sans ton intrépidité, sans ton esprit d’ange… – N’en parlons plus, je vous en prie, dit [MASK], qui frémit à ce souvenir. – Soit ; mais toi, tu peux me parler de lui !

Elphaba	Malingre	Bon. Je sais maintenant ce que tu veux. Tu veux savoir où se trouve la jolie sorcière. – Oui, fit [MASK], les dents serrées. – Bon. Eh bien, tu ne le sauras pas.

""	Bigorne	? Qui es-tu ? – Est-ce mon nom ou mon état que vous voulez savoir ? – Ton nom, d’abord. – Lancelot [MASK]. – Beau nom. Ton état, maintenant. – Condamné à mort. – Tu dis ?

Elle	Marguerite	Comme d’autres peuvent éprouver une terreur à surprendre au fond de leur âme une pensée de crime qu’ils essaieront d’étouffer jusqu’à ce qu’elle devienne plus forte que leur volonté, [MASK] s’épouvantait à trouver dans ce cœur farouche qui battait en elle une pensée de fraîcheur et de tendresse féminine.

Hector	Marigny	[MASK], un instant, leva ses poings comme s’il allait écraser cette femme, puis, poussant un sourd gémissement, il s’enfuit, titubant, se heurtant aux murs, les mains aux oreilles comme pour ne pas entendre le cri qu’enfantait son imagination :

Quasimodo	Buridan	Pour lui éviter un danger, je risquerais volontiers la mort. – Soit ! Eh bien, tu n’auras jamais plus l’occasion de courir un tel risque : [MASK], à cette heure, doit être mort… – Empoisonné, n’est-ce pas ?

Quasimodo	Buridan	Au même instant [MASK] fondit sur lui, tandis que les écoliers qui l’entouraient poussaient un formidable hurrah, que de tous les points du Pré-aux-Clercs s’élevaient des rumeurs féroces, et qu’au loin le tocsin jetait ses appels éperdus.

Quasimodo	Myrtille	Cet homme qu’il haïssait de toute son âme, c’était le père de [MASK] ! Il ne le haïssait pas moins qu’avant d’avoir vu la jeune fille. Mais, maintenant, il ne voulait plus la mort de cette enfant !

""	Marigny	Ce n’est pas fini !… » « Sire, dit [MASK] en se relevant, je vais, dès cette nuit, faire fouiller toutes les maisons suspectes d’abriter sorciers ou sorcières, et demain les coupables seront livrés à la justice. – C’est inutile !

""	Mabel	? – Je veux être seule. – Seule ? Ah ! diable ! Et si le prisonnier t’étrangle ? – C’est mon affaire », dit [MASK] d’une voix paisible. « Au fait, songea le prévôt, cela ne fera jamais qu’une sorcière

Quasimodo	Marigny	Il faut que, ce soir, le roi la trouve en son cachot. J’ai jusqu’à ce soir pour remettre la main sur elle. Cela suffit. » [MASK] s’était, comme le roi, dirigé vers les appartements de la reine.

""	Myrtille	Et puis, qui donc oserait se déclarer amoureux de l’épouse du roi ? – Cette forteresse me fait peur ! dit [MASK] en refermant le châssis de la fenêtre. – En effet… vous voici toute pâle… vous avez des larmes plein vos yeux…

Elle	Valois	[MASK] demeura atterré… Déjà le roi s’était levé. Avec l’excessive mobilité de son esprit, passant des inquiétudes à la joie, il courait chez la reine pour l’informer des décisions prises en conseil d’Etat pour assurer sa guérison.

Elle	Mabel	Je vous préviens d’ailleurs que toute tentative de fuite serait inutile… » Bien que [MASK] s’exprimât avec une sorte de douceur, ses paroles, ou plutôt sa voix, son accent, causaient à la jeune fille un indéfinissable malaise.

""	Valois	– C’est bien !… J’obéis !… » « Alors, il m’appelle, j’accours. Et [MASK] me dit, oui, monsieur, il me dit : « – Prends l’enfant et va le noyer !… » « Je sors.

Elle	Mabel	Sans y prêter aucune attention, elle écarta [MASK] d’un geste violent et fit un pas vers l’escalier. Elle était anéantie et il y avait en elle plus de rage peut-être que de douleur à voir ainsi toutes ses spéculations déjouées.

La Hire	Gillonne	Son œil d’aigle lira dans votre conscience le projet que n’aurez bagayé qu’à votre pensée dans le silence des nuits profondes. Sa rude main vous saisira au fond de la retraite la plus sûre, et, tout pantelant, vous jettera au bourreau. » [MASK] fit un signe de croix.

""	Lancelot	– Oui, monsieur, je veux donc être pendu de cette déshonorante manière, au lieu d’être guindé la hart au col comme j’y ai droit, si… – [MASK], je vais t’apprendre une grande nouvelle. – La peste étouffe l’étourneau qui ne veut rien entendre

La Figurine	Monseigneur	Au-dessus du prie-Dieu l’image de la Vierge. Et sous la Vierge un bénitier. J’en ai retiré l’eau bénite. C’est là, dans ce bénitier, que [MASK] trouvera la figurine ensorcelée semblable à celle que je lui ai envoyée…

Quasimodo	Marigny	! Car combien de fois me suis-je traînée à tes pieds !… » A ce moment, la tapisserie du fond de la pièce, une fois encore, trembla légèrement. Et si [MASK] avait soulevé cette tapisserie, voici ce qu’il eût vu :

Quasimodo	Marguerite	Cela dura une minute. Et alors, dans ce silence funèbre, [MASK] fut prise de l’irrésistible curiosité que donnent les pensées d’abîme. Elle voulut revoir les spectres ! Elle laissa tomber ses mains et elle vit…

Elphaba	Buridan	Au moment où il achevait de démolir la fortification de poutres qu’il avait élevée pour barrer la porte, au moment où [MASK] sortait de la tour, une ombre avait surgi du fond des ténèbres, une femme, qui, d’un pas tranquille, était entrée dans la salle du rez-de-chaussée.

